"fecha","hora","magnitud","profundidad_km","lugar","latitud","longitud"
"2015-05-28","15:26",4.4,181.63,"5 km SSE of Conchagua, El Salvador",13.2655,-87.8444
"2015-05-26","19:31",4.2,59.36,"56 km S of Puerto El Triunfo, El Salvador",12.7766,-88.5752
"2015-05-20","08:29",4.2,63.74,"69 km SSW of Puerto El Triunfo, El Salvador",12.7257,-88.8493
"2015-05-10","21:24",4.3,35,"101 km S of La Libertad, El Salvador",12.5724,-89.2823
"2015-04-28","19:25",4.4,68.6,"8 km SSW of La Libertad, El Salvador",13.4194,-89.3552
"2015-04-20","11:20",4.4,35,"97 km SSW of Puerto El Triunfo, El Salvador",12.42,-88.7506
"2015-04-12","09:12",4.2,54.01,"57 km SSW of El Rosario, El Salvador",12.9942,-89.1516
"2015-04-08","09:44",5.4,29,"43 km S of Acajutla, El Salvador",13.1992,-89.7846
"2015-04-04","23:43",4.3,35,"92 km S of Acajutla, El Salvador",12.7581,-89.9063
"2015-04-04","18:07",5.3,68.39,"55 km S of Intipucá, El Salvador",12.704,-88.1528
"2015-04-03","06:36",4.6,62.2,"36 km SSW of Puerto El Triunfo, El Salvador",13.004,-88.729
"2015-03-19","23:35",3.9,42.6,"36 km S of Acajutla, El Salvador",13.266,-89.781
"2015-03-17","16:14",4,48.8,"43 km SSE of Acajutla, El Salvador",13.232,-89.667
"2015-03-15","11:22",4.5,15.2,"150 km SSW of Puerto El Triunfo, El Salvador",12.051,-89.137
"2015-03-11","17:29",3.8,32.4,"31 km SW of Acajutla, El Salvador",13.372,-90.016
"2015-03-10","11:38",4.3,84.65,"24 km SSW of Puerto El Triunfo, El Salvador",13.0781,-88.633
"2015-03-09","17:36",4.3,68.88,"29 km SE of Acajutla, El Salvador",13.395,-89.6422
"2015-02-23","21:03",4.3,183.23,"8 km WNW of Berlín, El Salvador",13.5312,-88.603
"2015-02-20","16:41",4.1,35,"125 km SSW of Chirilagua, El Salvador",12.1282,-88.4356
"2015-02-14","13:22",4.5,21.2,"105 km SSW of Acajutla, El Salvador",12.715,-90.208
"2015-02-03","15:37",4.2,31.8,"53 km SW of Puerto El Triunfo, El Salvador",12.883,-88.833
"2015-02-01","23:27",4.4,151.73,"10 km SSE of Intipucá, El Salvador",13.1174,-88.0009
"2015-02-01","11:47",4.4,32.4,"35 km SSW of Acajutla, El Salvador",13.29,-89.944
"2015-01-31","18:48",3.6,23.8,"72 km S of Acajutla, El Salvador",12.951,-89.715
"2015-01-31","17:15",4.2,22.9,"76 km SSW of La Libertad, El Salvador",12.901,-89.695
"2015-01-29","01:42",4.3,50.1,"37 km SSW of Puerto El Triunfo, El Salvador",12.963,-88.649
"2015-01-28","11:56",4.3,70.57,"54 km S of El Rosario, El Salvador",13.0106,-89.0659
"2015-01-25","16:08",3.4,7.3,"2 km WNW of Ayutuxtepeque, El Salvador",13.743,-89.226
"2015-01-21","21:56",4,49.3,"42 km S of Puerto El Triunfo, El Salvador",12.901,-88.537
"2015-01-21","04:42",4.5,35,"98 km S of La Libertad, El Salvador",12.6041,-89.2362
"2015-01-18","17:32",4.6,57.58,"106 km S of La Libertad, El Salvador",12.5248,-89.2787
"2015-01-13","17:07",4.2,64,"43 km SW of Acajutla, El Salvador",13.3387,-90.1364
"2015-01-11","21:45",4.6,81.04,"43 km S of Intipucá, El Salvador",12.8112,-88.1151
"2015-01-10","10:29",4.4,24.1,"51 km SW of Acajutla, El Salvador",13.294,-90.194
"2015-01-09","19:59",4.3,60.41,"62 km SSE of La Libertad, El Salvador",12.9384,-89.2011
"2015-01-08","03:44",4.4,49.4,"38 km S of La Libertad, El Salvador",13.144,-89.303
"2014-12-30","16:03",4.3,50.1,"38 km S of La Libertad, El Salvador",13.139,-89.276
"2014-12-29","17:13",4.3,35,"51 km S of Puerto El Triunfo, El Salvador",12.817,-88.558
"2014-12-19","23:55",3.9,15,"109 km SSW of Acajutla, El Salvador",12.647,-90.123
"2014-12-18","23:55",4,10,"111 km S of La Libertad, El Salvador",12.4864,-89.4303
"2014-12-14","07:22",4.7,55.47,"92 km S of Puerto El Triunfo, El Salvador",12.4548,-88.6917
"2014-12-13","17:52",4.8,22.4,"118 km SSW of Puerto El Triunfo, El Salvador",12.272,-88.898
"2014-12-06","11:06",4.4,194.49,"4 km ENE of Chinameca, El Salvador",13.5156,-88.3152
"2014-11-29","08:53",3.7,43.33,"102 km SW of Acajutla, El Salvador",12.9288,-90.4922
"2014-11-23","15:04",4.3,87.91,"28 km W of Acajutla, El Salvador",13.5509,-90.0829
"2014-11-21","16:15",4.3,71.63,"40 km S of Jucuarán, El Salvador",12.8894,-88.3055
"2014-11-12","23:18",3.7,64.4,"39 km SSW of Puerto El Triunfo, El Salvador",12.936,-88.644
"2014-10-28","14:20",4.1,58.96,"30 km S of Intipucá, El Salvador",12.9217,-88.0182
"2014-10-23","17:05",4.9,50.9,"41 km SSW of Puerto El Triunfo, El Salvador",12.952,-88.728
"2014-10-21","13:06",4.6,65.78,"90 km SSW of Chirilagua, El Salvador",12.4415,-88.4078
"2014-10-13","21:51",7.3,40,"74 km S of Intipucá, El Salvador",12.5262,-88.1225
"2014-10-04","10:07",4.5,200.88,"6 km ENE of San Sebastián, El Salvador",13.7634,-88.7865
"2014-10-01","10:02",4.3,35,"88 km SSW of Chirilagua, El Salvador",12.4494,-88.3545
"2014-10-01","09:18",4.4,23.2,"120 km SSW of Chirilagua, El Salvador",12.1882,-88.5034
"2014-10-01","09:01",4.8,35,"93 km SSW of Intipucá, El Salvador",12.3951,-88.3146
"2014-10-01","05:47",4.6,47.05,"105 km SSW of Chirilagua, El Salvador",12.3056,-88.4221
"2014-10-01","04:58",4.8,35,"113 km SSW of Chirilagua, El Salvador",12.2435,-88.4645
"2014-09-24","04:45",4.7,35,"96 km SSW of Puerto El Triunfo, El Salvador",12.4758,-88.897
"2014-09-23","14:51",4,62.2,"41 km SSE of La Libertad, El Salvador",13.131,-89.209
"2014-09-15","08:23",4.2,78,"34 km S of El Rosario, El Salvador",13.1898,-89.0329
"2014-09-09","07:48",4.2,64.03,"78 km S of La Libertad, El Salvador",12.7801,-89.2494
"2014-09-07","21:14",3.9,35,"49 km S of La Libertad, El Salvador",13.0409,-89.334
"2014-09-07","20:39",4,47.26,"30 km SW of Puerto El Triunfo, El Salvador",13.059,-88.7182
"2014-09-07","10:26",4.5,75.02,"47 km SSW of Jucuarán, El Salvador",12.8408,-88.3629
"2014-08-31","07:55",4.6,57.94,"32 km SSW of Puerto El Triunfo, El Salvador",13.0101,-88.6497
"2014-08-21","20:07",4.9,72.59,"53 km SSW of Intipucá, El Salvador",12.7293,-88.1703
"2014-08-02","18:23",4.4,185.42,"4 km ESE of Ilopango, El Salvador",13.6878,-89.0709
"2014-08-02","08:05",4.3,35,"151 km SSW of Puerto El Triunfo, El Salvador",12.1027,-89.2625
"2014-07-30","17:13",4.3,35,"89 km SSW of Puerto El Triunfo, El Salvador",12.5353,-88.8699
"2014-07-21","04:04",4.1,10,"3 km SSW of Candelaria de La Frontera, El Salvador",14.088,-89.6573
"2014-07-19","10:26",4.7,59.31,"105 km S of La Libertad, El Salvador",12.5396,-89.3754
"2014-07-18","14:44",4.3,50.73,"64 km S of Acajutla, El Salvador",13.014,-89.8323
"2014-07-18","11:34",4.2,51.37,"88 km SSW of La Libertad, El Salvador",12.7668,-89.6683
"2014-07-12","13:58",4.1,41.9,"52 km SSW of Jucuarán, El Salvador",12.804,-88.387
"2014-07-06","00:33",4.1,70.31,"50 km SSW of Intipucá, El Salvador",12.7705,-88.2131
"2014-07-05","23:47",4.2,35,"89 km SW of Acajutla, El Salvador",12.9427,-90.3148
"2014-06-22","13:20",4.1,50.71,"65 km S of Intipucá, El Salvador",12.6125,-88.1695
"2014-06-21","21:56",4.1,58.4,"33 km S of La Libertad, El Salvador",13.188,-89.335
"2014-06-21","17:01",4.2,46.74,"59 km S of Acajutla, El Salvador",13.056,-89.8045
"2014-06-18","09:36",4.4,72.16,"48 km SSW of Chirilagua, El Salvador",12.8044,-88.2934
"2014-06-02","22:54",4,44.6,"55 km SW of Puerto El Triunfo, El Salvador",12.911,-88.889
"2014-06-01","03:19",4.1,64.1,"29 km SSW of Puerto El Triunfo, El Salvador",13.028,-88.636
"2014-05-24","21:27",4.4,71.58,"35 km WSW of La Libertad, El Salvador",13.3128,-89.6006
"2014-05-19","13:33",4.3,63.87,"81 km SSW of La Libertad, El Salvador",12.7998,-89.6007
"2014-05-14","11:29",4.5,61.88,"46 km SW of Puerto El Triunfo, El Salvador",12.967,-88.8344
"2014-05-04","22:03",4.5,46.92,"103 km S of Acajutla, El Salvador",12.6655,-89.9495
"2014-04-30","00:09",4.5,48.17,"53 km SSW of Acajutla, El Salvador",13.1424,-89.9955
"2014-04-21","07:17",4.3,59.73,"38 km SW of La Libertad, El Salvador",13.2949,-89.6151
"2014-04-18","14:00",4.4,69.92,"67 km S of La Libertad, El Salvador",12.8858,-89.2047
"2014-04-16","22:51",4.4,10,"2 km ENE of Tonacatepeque, El Salvador",13.7911,-89.1005
"2014-04-09","20:20",4.2,54.61,"76 km S of Puerto El Triunfo, El Salvador",12.6041,-88.682
"2014-04-02","22:28",4.4,73.04,"75 km SW of Acajutla, El Salvador",13.174,-90.3835
"2014-04-02","18:28",4,74.22,"10 km SW of El Rosario, El Salvador",13.4276,-89.0975
"2014-03-27","14:36",4.7,55.1,"55 km SSW of Puerto El Triunfo, El Salvador",12.8633,-88.832
"2014-03-20","11:12",4.2,55.5,"24 km SSW of Acajutla, El Salvador",13.387,-89.922
"2014-03-20","11:04",4.8,29.7,"37 km SSW of Acajutla, El Salvador",13.267,-89.931
"2014-03-19","11:31",4.6,20.4,"107 km S of La Libertad, El Salvador",12.534,-89.514
"2014-03-17","16:38",4.6,24.88,"150 km SSW of Acajutla, El Salvador",12.3209,-90.3199
"2014-03-15","17:26",4.4,27.2,"48 km S of Acajutla, El Salvador",13.152,-89.815
"2014-03-14","15:05",4.2,17.82,"132 km SW of Acajutla, El Salvador",12.6173,-90.5422
"2014-03-14","13:24",4.6,82.5,"26 km SSE of Puerto El Triunfo, El Salvador",13.0613,-88.4488
"2014-03-11","04:41",4.2,65.63,"63 km S of Acajutla, El Salvador",13.0273,-89.9215
"2014-03-09","13:32",4.3,221.41,"2 km ENE of Lolotique, El Salvador",13.5584,-88.3302
"2014-02-28","13:14",4.4,68.36,"54 km SSW of Puerto El Triunfo, El Salvador",12.8652,-88.815
"2014-02-27","07:18",4.5,35.39,"99 km SW of Puerto El Triunfo, El Salvador",12.5384,-89.0689
"2014-02-16","14:13",4.2,50.69,"96 km SSW of Intipucá, El Salvador",12.3651,-88.3076
"2014-02-09","21:00",4.4,35,"103 km S of La Libertad, El Salvador",12.5516,-89.3931
"2014-02-07","10:50",4.2,50.7,"45 km S of El Rosario, El Salvador",13.086,-89.014
"2014-02-04","00:59",4.1,68.8,"33 km SSE of La Libertad, El Salvador",13.2127,-89.193
"2014-01-29","03:41",4.3,39.88,"85 km SSW of Puerto El Triunfo, El Salvador",12.6191,-88.9566
"2014-01-28","03:39",4.2,44.92,"88 km SW of Acajutla, El Salvador",13.0299,-90.4098
"2014-01-23","01:29",4.9,50,"51 km SSW of Puerto El Triunfo, El Salvador",12.828,-88.643
"2014-01-20","23:13",4.4,64.13,"52 km S of Puerto El Triunfo, El Salvador",12.8082,-88.5972
"2014-01-20","06:54",3.8,49.1,"46 km SW of Puerto El Triunfo, El Salvador",12.99,-88.851
"2014-01-19","04:58",4.9,55.69,"49 km SSW of Puerto El Triunfo, El Salvador",12.9066,-88.7963
"2014-01-18","21:16",4.4,36.54,"111 km S of La Libertad, El Salvador",12.4821,-89.2369
"2014-01-18","14:10",4.2,25.13,"146 km SW of Acajutla, El Salvador",12.5816,-90.7014
"2014-01-18","13:53",4.5,44.8,"64 km S of Puerto El Triunfo, El Salvador",12.6995,-88.4899
"2014-01-17","21:35",4.2,34.81,"145 km SSW of Puerto El Triunfo, El Salvador",12.0061,-88.8655
"2014-01-13","17:49",4.1,38.04,"120 km SSW of La Libertad, El Salvador",12.484,-89.7581
"2014-01-09","06:27",4.6,71.13,"30 km S of Acajutla, El Salvador",13.3218,-89.7861
"2013-12-26","10:01",4.3,64.98,"55 km SSW of Puerto El Triunfo, El Salvador",12.7946,-88.6595
"2013-12-24","09:05",4.5,63.46,"90 km S of La Libertad, El Salvador",12.681,-89.1729
"2013-12-22","17:30",4.6,27.4,"53 km SW of Acajutla, El Salvador",13.239,-90.16
"2013-12-15","22:59",4.7,191.16,"9 km NW of Jucuapa, El Salvador",13.5738,-88.4544
"2013-12-12","22:45",5.6,67.59,"40 km S of El Rosario, El Salvador",13.1334,-89.0898
"2013-12-10","14:19",4.7,57.33,"100 km SSW of Puerto El Triunfo, El Salvador",12.4073,-88.8048
"2013-11-29","11:36",4.2,87.61,"21 km W of La Libertad, El Salvador",13.5252,-89.519
"2013-11-29","10:01",4.8,69.61,"38 km SSW of El Rosario, El Salvador",13.1592,-89.1112
"2013-11-24","01:12",4,53.3,"46 km SSE of La Libertad, El Salvador",13.093,-89.18
"2013-11-20","22:28",4.3,62.46,"48 km S of El Rosario, El Salvador",13.0601,-89.0841
"2013-11-20","12:29",4.4,62,"42 km SSW of Puerto El Triunfo, El Salvador",12.915,-88.656
"2013-11-16","13:24",4.1,82.2,"31 km WSW of Jiquilisco, El Salvador",13.211,-88.854
"2013-11-03","04:52",3.9,67.25,"44 km SW of Puerto El Triunfo, El Salvador",12.9944,-88.8372
"2013-11-01","07:39",4.2,68.05,"46 km SW of Puerto El Triunfo, El Salvador",12.9878,-88.8534
"2013-10-29","06:44",4.4,55.56,"68 km SSW of Intipucá, El Salvador",12.6117,-88.2541
"2013-10-17","02:09",4.2,36.33,"134 km S of Puerto El Triunfo, El Salvador",12.0633,-88.5689
"2013-10-15","21:29",4.8,67.03,"48 km S of Puerto El Triunfo, El Salvador",12.8463,-88.4958
"2013-10-15","19:58",4.4,56.74,"80 km SSW of Acajutla, El Salvador",12.9812,-90.2323
"2013-10-08","08:56",4.4,47.06,"103 km SSW of Chirilagua, El Salvador",12.3161,-88.3813
"2013-10-08","05:31",4.2,50.16,"101 km SSW of Chirilagua, El Salvador",12.3329,-88.3786
"2013-09-25","03:40",4.1,52.8,"45 km SSE of La Libertad, El Salvador",13.095,-89.186
"2013-09-12","07:03",5.2,22,"70 km SW of Acajutla, El Salvador",13.1664,-90.316
"2013-09-09","03:57",4.1,66.66,"31 km S of La Libertad, El Salvador",13.2056,-89.2719
"2013-09-08","18:40",4.9,67.89,"29 km SSE of Acajutla, El Salvador",13.3342,-89.7656
"2013-08-12","20:13",4.4,54.33,"82 km SSW of Puerto El Triunfo, El Salvador",12.55,-88.7
"2013-08-09","07:25",4.7,52.26,"62 km SW of Puerto El Triunfo, El Salvador",12.8536,-88.921
"2013-08-04","09:43",4.4,55.6,"38 km S of La Libertad, El Salvador",13.14,-89.332
"2013-08-03","16:18",4.6,55.18,"51 km SSW of La Libertad, El Salvador",13.0616,-89.5198
"2013-07-30","11:31",4.4,64.5,"36 km SW of La Libertad, El Salvador",13.279,-89.588
"2013-07-25","04:28",4,31.5,"67 km SSW of Acajutla, El Salvador",13.034,-90.081
"2013-07-16","09:25",4.3,22.1,"82 km SW of Puerto El Triunfo, El Salvador",12.679,-89.001
"2013-07-15","15:59",4.4,63.4,"34 km S of La Libertad, El Salvador",13.177,-89.365
"2013-07-15","00:27",5.1,10.8,"130 km S of La Libertad, El Salvador",12.313,-89.398
"2013-07-09","06:03",4.1,60.2,"34 km S of La Libertad, El Salvador",13.182,-89.365
"2013-07-07","20:52",5.7,55,"27 km SE of La Libertad, El Salvador",13.29,-89.172
"2013-06-25","21:37",4,62.3,"41 km SW of Puerto El Triunfo, El Salvador",12.979,-88.78
"2013-06-22","04:59",4,44.5,"59 km S of La Libertad, El Salvador",12.96,-89.351
"2013-06-15","07:08",4.5,37.6,"59 km SW of Puerto El Triunfo, El Salvador",12.869,-88.902
"2013-06-06","20:24",4.2,72,"44 km SSW of Puerto El Triunfo, El Salvador",12.89,-88.636
"2013-05-30","03:02",4.2,10.1,"50 km SW of Puerto El Triunfo, El Salvador",12.911,-88.815
"2013-05-19","20:11",4.3,55,"89 km SW of Puerto El Triunfo, El Salvador",12.684,-89.105
"2013-05-19","18:36",4.3,44.3,"119 km SSW of Acajutla, El Salvador",12.692,-90.44
"2013-05-19","05:32",4.3,36,"93 km SW of Puerto El Triunfo, El Salvador",12.582,-89.036
"2013-05-15","07:20",4.4,82.2,"35 km SW of Puerto El Triunfo, El Salvador",13.056,-88.781
"2013-04-26","01:32",4,87.6,"52 km SSW of Jucuarán, El Salvador",12.792,-88.36
"2013-04-23","06:00",4.4,59.4,"87 km S of La Libertad, El Salvador",12.696,-89.271
"2013-04-22","05:20",4.5,11.1,"124 km SW of Acajutla, El Salvador",12.782,-90.618
"2013-04-21","17:59",4.8,22.2,"140 km SSW of Puerto El Triunfo, El Salvador",12.117,-89.054
"2013-04-20","13:28",4.5,53,"76 km SSW of Puerto El Triunfo, El Salvador",12.657,-88.857
"2013-04-20","04:19",4.3,34.7,"62 km SSW of Puerto El Triunfo, El Salvador",12.735,-88.673
"2013-04-20","03:33",4.4,35.1,"113 km S of Puerto El Triunfo, El Salvador",12.265,-88.678
"2013-04-20","02:55",4.5,35,"94 km SSW of Puerto El Triunfo, El Salvador",12.525,-88.96
"2013-04-19","18:47",4.4,30.8,"74 km SSW of Intipucá, El Salvador",12.549,-88.231
"2013-04-14","21:32",4.5,33.8,"65 km SSW of Intipucá, El Salvador",12.64,-88.251
"2013-03-25","17:42",4,90,"21 km SW of Acajutla, El Salvador",13.464,-89.974
"2013-03-10","04:18",5.5,8,"123 km SW of Acajutla, El Salvador",12.811,-90.64
"2013-03-07","16:44",4.4,35,"71 km S of Puerto El Triunfo, El Salvador",12.639,-88.584
"2013-02-27","07:06",4.6,64,"71 km S of Puerto El Triunfo, El Salvador",12.643,-88.629
"2013-02-15","17:00",4.2,36.3,"74 km SSW of Intipucá, El Salvador",12.539,-88.192
"2013-02-05","10:32",4.3,45.3,"27 km SSW of Intipucá, El Salvador",12.964,-88.131
"2013-02-05","02:55",4.3,35,"122 km S of Puerto El Triunfo, El Salvador",12.18,-88.529
"2013-02-01","11:03",4.4,55.8,"35 km S of La Libertad, El Salvador",13.176,-89.262
"2013-01-29","09:09",4.1,53.1,"49 km S of El Rosario, El Salvador",13.05,-89.011
"2013-01-26","03:36",4.5,76,"44 km S of La Libertad, El Salvador",13.094,-89.248
"2013-01-17","01:24",4.1,78.9,"34 km SSW of Acajutla, El Salvador",13.289,-89.895
"2013-01-03","05:20",4.3,43.4,"88 km SSW of Chirilagua, El Salvador",12.445,-88.342
"2013-01-02","21:30",4.5,43.7,"104 km SSW of Chirilagua, El Salvador",12.329,-88.444
"2013-01-02","19:40",4.3,44.8,"99 km SSW of Chirilagua, El Salvador",12.369,-88.426
"2012-12-28","10:23",4.7,169.6,"7 km W of El Rosario, El Salvador",13.501,-89.098
"2012-12-19","12:27",4.5,45,"106 km SSW of Intipucá, El Salvador",12.269,-88.323
"2012-12-18","12:13",4.6,72.4,"50 km SSW of Puerto El Triunfo, El Salvador",12.854,-88.714
"2012-12-18","02:12",5.1,35,"61 km SSW of Acajutla, El Salvador",13.054,-89.978
"2012-12-15","09:28",3.8,57.2,"61 km SSW of Acajutla, El Salvador",13.074,-90.029
"2012-12-15","07:03",4.5,66.1,"51 km S of Acajutla, El Salvador",13.133,-89.872
"2012-12-15","06:43",5,35,"114 km S of Puerto El Triunfo, El Salvador",12.247,-88.605
"2012-12-14","20:53",4.2,63.9,"58 km S of Acajutla, El Salvador",13.069,-89.888
"2012-12-14","13:18",4.8,19.4,"94 km SSW of Acajutla, El Salvador",12.813,-90.186
"2012-12-13","22:21",4.3,51.8,"30 km S of Acajutla, El Salvador",13.318,-89.794
"2012-12-13","15:26",5.3,10,"59 km SSW of Acajutla, El Salvador",13.071,-89.967
"2012-12-11","06:14",4.4,78.2,"61 km S of Puerto El Triunfo, El Salvador",12.731,-88.506
"2012-12-03","00:50",4.4,73.2,"38 km SSE of Acajutla, El Salvador",13.253,-89.747
"2012-11-30","14:02",4.2,54.4,"53 km SSW of Intipucá, El Salvador",12.742,-88.211
"2012-11-30","02:26",4.2,18.7,"85 km SSW of Puerto El Triunfo, El Salvador",12.552,-88.799
"2012-11-28","01:00",4.4,39.6,"83 km SSW of Chirilagua, El Salvador",12.502,-88.365
"2012-11-28","00:46",4.5,50.1,"75 km SSW of Chirilagua, El Salvador",12.574,-88.353
"2012-11-27","23:43",4.4,37.8,"95 km SSW of Chirilagua, El Salvador",12.381,-88.352
"2012-11-27","23:28",4.6,35,"87 km SSW of Chirilagua, El Salvador",12.462,-88.379
"2012-11-27","09:05",4.4,8.9,"114 km S of Puerto El Triunfo, El Salvador",12.245,-88.507
"2012-11-26","06:27",4.5,48.7,"92 km SSW of Chirilagua, El Salvador",12.425,-88.404
"2012-11-16","15:06",4.7,64.6,"48 km SSW of Puerto El Triunfo, El Salvador",12.918,-88.796
"2012-11-02","06:18",4.2,54.3,"87 km SW of Acajutla, El Salvador",13.135,-90.491
"2012-11-01","13:33",4.3,35,"41 km SSE of Intipucá, El Salvador",12.836,-87.944
"2012-10-29","11:14",4.3,55.3,"69 km S of Intipucá, El Salvador",12.574,-88.149
"2012-10-28","22:59",4.5,72.1,"35 km SW of La Libertad, El Salvador",13.246,-89.536
"2012-10-25","15:24",4.2,29.5,"13 km SW of Jucuarán, El Salvador",13.161,-88.328
"2012-10-21","14:44",5.1,38.2,"72 km SSW of Chirilagua, El Salvador",12.59,-88.332
"2012-10-21","14:28",5.4,36,"75 km SSW of Chirilagua, El Salvador",12.562,-88.337
"2012-10-19","01:42",4.3,35,"108 km SSW of Chirilagua, El Salvador",12.279,-88.427
"2012-10-16","20:55",4.4,49.2,"92 km SSW of Puerto El Triunfo, El Salvador",12.487,-88.801
"2012-10-14","16:40",4.5,52.1,"64 km SSW of Puerto El Triunfo, El Salvador",12.773,-88.84
"2012-10-10","08:48",4.6,127.8,"65 km S of Acajutla, El Salvador",13.004,-89.745
"2012-10-07","03:16",4.5,35,"119 km S of La Libertad, El Salvador",12.416,-89.229
"2012-10-06","16:55",4,34.1,"49 km SW of Puerto El Triunfo, El Salvador",12.917,-88.805
"2012-10-06","11:11",4.2,43.9,"63 km S of Intipucá, El Salvador",12.624,-88.075
"2012-10-05","00:38",3.9,10,"7 km N of La Unión, El Salvador",13.401,-87.831
"2012-10-04","23:31",3.6,10,"6 km NE of La Unión, El Salvador",13.378,-87.804
"2012-10-04","23:27",3.6,5.7,"2 km ESE of La Unión, El Salvador",13.328,-87.821
"2012-10-04","08:26",3.6,37.3,"73 km S of Puerto El Triunfo, El Salvador",12.624,-88.644
"2012-10-01","21:52",4.4,81.5,"3 km ENE of Apopa, El Salvador",13.819,-89.152
"2012-09-27","23:03",3.6,5.5,"2 km ESE of La Unión, El Salvador",13.33,-87.824
"2012-09-24","16:22",4,110,"22 km SE of La Libertad, El Salvador",13.332,-89.185
"2012-09-23","02:52",4.2,44,"69 km S of Puerto El Triunfo, El Salvador",12.651,-88.565
"2012-09-22","19:51",4.5,82.5,"40 km SSW of Puerto El Triunfo, El Salvador",12.927,-88.641
"2012-09-22","08:57",4.3,31.9,"54 km SSW of La Libertad, El Salvador",13.052,-89.555
"2012-09-21","05:12",4.3,35,"128 km S of Puerto El Triunfo, El Salvador",12.137,-88.765
"2012-09-19","19:51",4.3,72,"36 km S of Acajutla, El Salvador",13.265,-89.855
"2012-09-18","22:27",4.1,82.3,"27 km SSW of Puerto El Triunfo, El Salvador",13.046,-88.615
"2012-09-18","02:20",4.5,35,"112 km S of La Libertad, El Salvador",12.475,-89.286
"2012-09-17","12:02",4.4,59.7,"52 km S of Acajutla, El Salvador",13.118,-89.883
"2012-09-16","17:22",4.4,48.4,"101 km S of La Libertad, El Salvador",12.584,-89.177
"2012-09-16","12:33",4.5,51.8,"109 km S of La Libertad, El Salvador",12.501,-89.277
"2012-09-11","19:13",4.6,49.9,"142 km S of Puerto El Triunfo, El Salvador",12.007,-88.747
"2012-09-10","16:22",4.2,56.2,"59 km S of Puerto El Triunfo, El Salvador",12.752,-88.471
"2012-09-10","07:15",4.5,34.8,"92 km SSW of Puerto El Triunfo, El Salvador",12.478,-88.785
"2012-09-10","05:31",4.7,52,"99 km S of Puerto El Triunfo, El Salvador",12.399,-88.694
"2012-09-09","16:57",4.6,73.6,"90 km S of Puerto El Triunfo, El Salvador",12.469,-88.536
"2012-09-09","05:08",4.4,35,"90 km SSW of Puerto El Triunfo, El Salvador",12.555,-88.935
"2012-09-09","03:50",4.2,35,"84 km S of Puerto El Triunfo, El Salvador",12.517,-88.605
"2012-09-07","20:27",4.2,40.6,"134 km SSW of Chirilagua, El Salvador",12.056,-88.5
"2012-09-07","13:12",4.7,57.8,"87 km S of Puerto El Triunfo, El Salvador",12.5,-88.672
"2012-09-06","17:30",4.8,61.6,"96 km SSW of Intipucá, El Salvador",12.372,-88.33
"2012-09-06","05:38",4.4,42.5,"95 km S of Puerto El Triunfo, El Salvador",12.42,-88.518
"2012-09-06","00:47",4.9,35,"100 km S of Puerto El Triunfo, El Salvador",12.371,-88.516
"2012-09-01","09:54",4.4,35,"87 km SSW of Chirilagua, El Salvador",12.458,-88.351
"2012-09-01","05:55",4.6,35,"81 km SSW of Puerto El Triunfo, El Salvador",12.593,-88.824
"2012-09-01","00:05",4.1,35,"58 km SW of Acajutla, El Salvador",13.216,-90.207
"2012-08-30","09:44",4.4,37.1,"50 km SW of Puerto El Triunfo, El Salvador",12.922,-88.831
"2012-08-30","03:03",4.4,35,"101 km SSW of Chirilagua, El Salvador",12.358,-88.451
"2012-08-29","18:16",4.2,35,"141 km S of Puerto El Triunfo, El Salvador",12.017,-88.752
"2012-08-29","13:27",4.4,35.2,"60 km SSW of Jucuarán, El Salvador",12.734,-88.43
"2012-08-29","12:52",4.3,41.1,"87 km SSW of Chirilagua, El Salvador",12.47,-88.388
"2012-08-29","02:39",4.4,35,"73 km SSW of Puerto El Triunfo, El Salvador",12.709,-88.899
"2012-08-28","23:55",4.4,35,"107 km S of Puerto El Triunfo, El Salvador",12.316,-88.557
"2012-08-28","16:02",4.6,35,"57 km S of Puerto El Triunfo, El Salvador",12.771,-88.614
"2012-08-28","15:28",4.3,35,"83 km SSW of Puerto El Triunfo, El Salvador",12.615,-88.906
"2012-08-27","19:11",4.6,35,"104 km SSW of Puerto El Triunfo, El Salvador",12.388,-88.855
"2012-08-27","17:32",4.4,40.6,"93 km SSW of Puerto El Triunfo, El Salvador",12.497,-88.857
"2012-08-27","17:05",4.5,35,"81 km SSW of Puerto El Triunfo, El Salvador",12.565,-88.701
"2012-08-27","16:07",4.8,35,"99 km S of Puerto El Triunfo, El Salvador",12.392,-88.658
"2012-08-27","12:44",4,10,"4 km S of El Tránsito, El Salvador",13.312,-88.347
"2012-08-27","12:27",4.5,35,"70 km S of La Libertad, El Salvador",12.859,-89.238
"2012-08-27","08:36",4.6,35,"103 km SSW of Puerto El Triunfo, El Salvador",12.469,-89.027
"2012-08-27","07:46",4.5,35,"131 km S of Puerto El Triunfo, El Salvador",12.098,-88.54
"2012-08-27","07:34",4.4,35,"72 km SSW of Intipucá, El Salvador",12.571,-88.256
"2012-08-27","06:56",4.3,35,"32 km S of Jucuarán, El Salvador",12.967,-88.292
"2012-08-27","06:55",4.5,41.9,"98 km SSW of Chirilagua, El Salvador",12.391,-88.461
"2012-08-27","04:59",4.6,42.7,"127 km S of Puerto El Triunfo, El Salvador",12.128,-88.531
